"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"45723","TE","Crockett","Gillmore","3.3","1","4500","BAL@OAK","BAL","OAK","","","",""
"6522","K","Josh","Brown","17","1","4500","ATL@NYG","NYG","ATL","","","",""
"30591","WR","Ace","Sanders","1","12","4500","MIA@JAC","JAC","MIA","","","",""
"11870","WR","Seyi","Ajirotutu","0","1","4500","DAL@PHI","PHI","DAL","Q","Concussion","",""
"22991","RB","Jonathan","Grimes","3.5","1","4500","HOU@CAR","HOU","CAR","","","",""
"64160","WR","Arthur","Williams","0","0","4500","NYJ@IND","NYJ","IND","","","",""
"31675","RB","Josh","Robinson","1.1","1","4500","NYJ@IND","IND","NYJ","","","",""
"14304","TE","Luke","Stocker","0","1","4500","TB@NO","TB","NO","","","",""
"26199","WR","Jarrod","West","0","0","4500","SF@PIT","PIT","SF","","","",""
"27266","WR","Quincy","Enunwa","0","1","4500","NYJ@IND","NYJ","IND","","","",""
"27269","RB","Braylon","Heard","0","0","4500","SF@PIT","PIT","SF","","","",""
"54782","TE","Cameron","Brate","0.4","5","4500","TB@NO","TB","NO","","","",""
"7394","TE","Brandon","Pettigrew","0","1","4500","DET@MIN","DET","MIN","Q","Undisclosed","",""
"54753","WR","Taylor","Gabriel","3","1","4500","TEN@CLE","CLE","TEN","","","",""
"25561","WR","Michael","Campanaro","1.3","1","4500","BAL@OAK","BAL","OAK","","","",""
"12903","WR","Andrew","Hawkins","3.9","1","4500","TEN@CLE","CLE","TEN","","","",""
"30385","WR","Marlon","Brown","3.5","1","4500","BAL@OAK","BAL","OAK","","","",""
"31329","WR","Russell","Shepard","1.1","1","4500","TB@NO","TB","NO","","","",""
"15006","RB","Shaun","Draughn","0.4","1","4500","TEN@CLE","CLE","TEN","","","",""
"30403","WR","Chris","Conley","0","1","4500","DEN@KC","KC","DEN","","","",""
"30414","WR","Michael","Bennett","0","0","4500","SD@CIN","CIN","SD","","","",""
"6388","WR","Jason","Avant","0","1","4500","DEN@KC","KC","DEN","P","Hip","",""
"44791","RB","Bronson","Hill","0","0","4500","ARI@CHI","CHI","ARI","","","",""
"39411","TE","Gavin","Escobar","7.8","1","4500","DAL@PHI","DAL","PHI","","","",""
"27445","WR","Jalen","Saunders","-0.1","9","4500","ARI@CHI","CHI","ARI","","","",""
"29340","WR","Josh","Huff","2.9","1","4500","DAL@PHI","PHI","DAL","","","",""
"31241","WR","Sammie","Coates","0","0","4500","SF@PIT","PIT","SF","","","",""
"29357","RB","Kenjon","Barner","0","0","4500","DAL@PHI","PHI","DAL","","","",""
"15032","RB","Henry","Hynoski","0.1","16","4500","ATL@NYG","NYG","ATL","","","",""
"28486","WR","Corey (Philly)","Brown","2.3","1","4500","HOU@CAR","CAR","HOU","","","",""
"28487","TE","Jeff","Heuerman","0","0","4500","DEN@KC","DEN","KC","IR","Knee","",""
"27403","TE","Blake","Bell","0","1","4500","SF@PIT","SF","PIT","","","",""
"29351","WR","De'Anthony","Thomas","1.6","1","4500","DEN@KC","KC","DEN","P","Calf","",""
"54663","WR","Seantavius","Jones","0","1","4500","TB@NO","NO","TB","","","",""
"32410","RB","Trey","Williams","0","0","4500","STL@WAS","WAS","STL","","","",""
"34014","WR","Aaron","Dobson","1.4","1","4500","NE@BUF","NE","BUF","","","",""
"30249","WR","Frankie","Hammond","0.4","16","4500","DEN@KC","KC","DEN","","","",""
"64487","WR","Adam","Drake","0","0","4500","DEN@KC","KC","DEN","","","",""
"44560","TE","Alex","Bayer","0","6","4500","SD@CIN","SD","CIN","","","",""
"54623","WR","Jeff","Janis","0","1","4500","SEA@GB","GB","SEA","","","",""
"7244","RB","John","Kuhn","0","1","4500","SEA@GB","GB","SEA","","","",""
"32418","RB","Christine","Michael","1.9","10","4500","DAL@PHI","DAL","PHI","","","",""
"25420","RB","Tony","Creecy","0","0","4500","NE@BUF","NE","BUF","","","",""
"12055","TE","Logan","Paulsen","1.1","16","4500","STL@WAS","WAS","STL","IR","Toe","",""
"30259","WR","Solomon","Patton","0.3","7","4500","DEN@KC","DEN","KC","","","",""
"32429","K","Josh","Lambo","9","1","4500","SD@CIN","SD","CIN","","","",""
"44670","TE","Deon","Butler","0","0","4500","DET@MIN","DET","MIN","","","",""
"30297","TE","Trey","Burton","0","1","4500","DAL@PHI","PHI","DAL","","","",""
"22754","TE","Garrett","Celek","5.5","1","4500","SF@PIT","SF","PIT","","","",""
"46001","RB","Joey","Iosefa","0","0","4500","TB@NO","TB","NO","","","",""
"33007","TE","Blake","Annen","0","5","4500","TB@NO","NO","TB","","","",""
"33981","TE","Eric","Frohnapfel","0","0","4500","SD@CIN","SD","CIN","","","",""
"32045","TE","Vance","McDonald","1","1","4500","SF@PIT","SF","PIT","","","",""
"62628","WR","DeAndre","Carter","0","0","4500","BAL@OAK","BAL","OAK","","","",""
"62631","RB","Gus","Johnson","0","0","4500","DAL@PHI","DAL","PHI","","","",""
"24797","RB","Juwan","Thompson","0","1","4500","DEN@KC","DEN","KC","","","",""
"14837","WR","Jeremy","Ross","2.8","16","4500","BAL@OAK","BAL","OAK","","","",""
"39615","TE","Brandon","Williams","0","1","4500","HOU@CAR","CAR","HOU","","","",""
"30108","WR","Marquess","Wilson","6.9","1","4500","ARI@CHI","CHI","ARI","","","",""
"25775","TE","Clive","Walford","0.6","1","4500","BAL@OAK","OAK","BAL","","","",""
"32000","TE","Luke","Willson","0","1","4500","SEA@GB","SEA","GB","","","",""
"14815","WR","Joseph","Morgan","3.6","5","4500","TB@NO","NO","TB","","","",""
"25783","RB","Mike","James","0.3","11","4500","TB@NO","TB","NO","","","",""
"62619","K","Andrew","Franks","5","1","4500","MIA@JAC","MIA","JAC","","","",""
"62616","RB","Zach","Zenner","0.6","1","4500","DET@MIN","DET","MIN","","","",""
"38517","RB","Dreamius","Smith","0","0","4500","SD@CIN","SD","CIN","","","",""
"33541","K","Kyle","Brindza","2","1","4500","TB@NO","TB","NO","","","",""
"60745","K","Jason","Myers","3","1","4500","MIA@JAC","JAC","MIA","","","",""
"10382","RB","Chris","Ogbonnaya","1.6","7","4500","ATL@NYG","NYG","ATL","","","",""
"31036","WR","Kevin","Norwood","1.6","9","4500","HOU@CAR","CAR","HOU","","","",""
"27771","WR","Cody","Latimer","0","1","4500","DEN@KC","DEN","KC","","","",""
"11504","WR","Andre","Roberts","5.1","1","4500","STL@WAS","WAS","STL","","","",""
"48344","WR","Albert","Wilson","4","1","4500","DEN@KC","KC","DEN","P","Shoulder","",""
"11488","TE","Ed","Dickson","1.4","1","4500","HOU@CAR","CAR","HOU","","","",""
"22447","WR","Griff","Whalen","0","1","4500","NYJ@IND","IND","NYJ","","","",""
"24755","WR","Jamison","Crowder","0.7","1","4500","STL@WAS","WAS","STL","","","",""
"62508","TE","James","O'Shaughnessy","0","1","4500","DEN@KC","KC","DEN","","","",""
"39445","WR","Brice","Butler","3.4","15","4500","BAL@OAK","OAK","BAL","","","",""
"62510","TE","Nick","Boyle","0","1","4500","BAL@OAK","BAL","OAK","","","",""
"62505","TE","MyCole","Pruitt","0","1","4500","DET@MIN","MIN","DET","","","",""
"60800","RB","Jarryd","Hayne","0.5","1","4500","SF@PIT","SF","PIT","","","",""
"31207","TE","C.J.","Uzomah","0","0","4500","SD@CIN","CIN","SD","","","",""
"33703","WR","Ryan","Grant","2","1","4500","STL@WAS","WAS","STL","","","",""
"29994","K","Travis","Coons","4","1","4500","TEN@CLE","CLE","TEN","","","",""
"14704","WR","Chris","Hogan","0","1","4500","NE@BUF","BUF","NE","","","",""
"39428","RB","Kyle","Juszczyk","3.7","1","4500","BAL@OAK","BAL","OAK","","","",""
"39427","WR","Quinton","Patton","0","1","4500","SF@PIT","SF","PIT","","","",""
"22336","WR","Josh","Bellamy","0","1","4500","ARI@CHI","CHI","ARI","","","",""
"6951","TE","James","Casey","0","1","4500","DEN@KC","DEN","KC","","","",""
"33691","RB","Orleans","Darkwa","0","1","4500","ATL@NYG","NYG","ATL","","","",""
"16923","TE","Austin","Seferian-Jenkins","25.5","1","4500","TB@NO","TB","NO","","","",""
"25654","RB","Tommy","Bohanon","0.2","1","4500","NYJ@IND","NYJ","IND","","","",""
"31188","TE","Chris","Gragg","1.4","10","4500","NE@BUF","BUF","NE","","","",""
"14683","RB","Patrick","DiMarco","0","1","4500","ATL@NYG","ATL","NYG","","","",""
"39512","RB","Kendall","Gaskins","0","0","4500","SF@PIT","SF","PIT","","","",""
"14629","WR","Ricardo","Lockette","0","1","4500","SEA@GB","SEA","GB","","","",""
"32234","RB","Malcolm","Brown","0","0","4500","STL@WAS","STL","WAS","","","",""
"24589","WR","Jaron","Brown","1.3","1","4500","ARI@CHI","ARI","CHI","","","",""
"44361","RB","Jawon","Chisholm","0","0","4500","SF@PIT","PIT","SF","","","",""
"32243","WR","Marquise","Goodwin","0.6","10","4500","NE@BUF","BUF","NE","Q","Ribs","",""
"14645","WR","Dontrelle","Inman","3.1","7","4500","SD@CIN","SD","CIN","","","",""
"7001","TE","Kellen","Davis","0","1","4500","NYJ@IND","NYJ","IND","","","",""
"14649","TE","Kyle","Miller","0","1","4500","SD@CIN","SD","CIN","","","",""
"62534","TE","Brian","Parker","0","0","4500","DEN@KC","KC","DEN","","","",""
"9442","WR","Brandon","Tate","0","1","4500","SD@CIN","CIN","SD","","","",""
"39539","TE","Brian","Leonhardt","1","12","4500","BAL@OAK","OAK","BAL","","","",""
"31109","K","Zach","Hocker","14","1","4500","TB@NO","NO","TB","","","",""
"26799","TE","Ernst","Brun Jr.","0","0","4500","STL@WAS","WAS","STL","","","",""
"27878","RB","Mark","Weisman","0","0","4500","SD@CIN","CIN","SD","","","",""
"39521","WR","Da'Rick","Rogers","0","0","4500","DEN@KC","KC","DEN","","","",""
"28936","WR","Kenzel","Doe","0","0","4500","SF@PIT","PIT","SF","","","",""
"11648","TE","Jim","Dray","1.8","1","4500","TEN@CLE","CLE","TEN","","","",""
"6809","WR","Brian","Hartline","3","1","4500","TEN@CLE","CLE","TEN","","","",""
"25052","RB","Zach","Laskey","0","0","4500","STL@WAS","STL","WAS","","","",""
"27908","TE","C.J.","Fiedorowicz","2","1","4500","HOU@CAR","HOU","CAR","","","",""
"10695","RB","Darrel","Young","0.5","1","4500","STL@WAS","WAS","STL","","","",""
"11671","RB","Erik","Lorig","1.2","10","4500","TB@NO","NO","TB","","","",""
"63858","WR","AJ","Cruz","0","0","4500","ARI@CHI","CHI","ARI","","","",""
"44163","WR","James","Butler","0","0","4500","SEA@GB","GB","SEA","","","",""
"22235","RB","Jeremy","Stewart","0.6","6","4500","DEN@KC","DEN","KC","","","",""
"23055","TE","Brandon","Bostick","0.6","13","4500","ARI@CHI","ARI","CHI","","","",""
"26038","TE","Tyler","Kroft","0","1","4500","SD@CIN","CIN","SD","","","",""
"30805","K","Michael","Palardy","0","0","4500","STL@WAS","STL","WAS","","","",""
"25079","WR","Stefon","Diggs","0","0","4500","DET@MIN","MIN","DET","","","",""
"6828","RB","Tim","Hightower","0","0","4500","TB@NO","NO","TB","","","",""
"22258","RB","Travaris","Cadet","3.6","15","4500","NE@BUF","NE","BUF","Q","Hamstring","",""
"39859","TE","Jack","Doyle","0","1","4500","NYJ@IND","IND","NYJ","","","",""
"23076","RB","Jorvorskie","Lane","0","1","4500","TB@NO","TB","NO","","","",""
"6823","TE","John","Phillips","0","1","4500","SD@CIN","SD","CIN","","","",""
"22144","WR","Tommy","Streeter","0","2","4500","MIA@JAC","MIA","JAC","","","",""
"30775","WR","Justin","Hunter","1.6","1","4500","TEN@CLE","TEN","CLE","","","",""
"11718","WR","David","Nelson","1.8","6","4500","SF@PIT","PIT","SF","IR","Undisclosed","",""
"26074","TE","Tim","Wright","4.7","16","4500","DET@MIN","DET","MIN","","","",""
"6868","TE","Daniel","Fells","4.8","1","4500","ATL@NYG","NYG","ATL","","","",""
"22177","WR","Junior","Hemingway","1.2","14","4500","DEN@KC","KC","DEN","","","",""
"7856","WR","Matthew","Slater","0","1","4500","NE@BUF","NE","BUF","","","",""
"22181","TE","David","Paulson","0","0","4500","SD@CIN","SD","CIN","","","",""
"7870","TE","Benjamin","Watson","3.4","1","4500","TB@NO","NO","TB","","","",""
"22185","RB","Brad","Smelley","0","0","4500","STL@WAS","STL","WAS","","","",""
"22198","WR","Brittan","Golden","0","0","4500","ARI@CHI","ARI","CHI","","","",""
"59424","TE","Taylor","Sloat","0","0","4500","TB@NO","TB","NO","","","",""
"25886","WR","Devin","Street","0","1","4500","DAL@PHI","DAL","PHI","","","",""
"6684","WR","Jacoby","Jones","0","1","4500","SD@CIN","SD","CIN","","","",""
"65926","TE","Anthony","Ezeakunne","0","0","4500","TEN@CLE","CLE","TEN","","","",""
"29728","RB","Ricky","Seale","0","0","4500","NE@BUF","BUF","NE","","","",""
"22108","RB","Vick","Ballard","0","0","4500","NYJ@IND","IND","NYJ","Q","Hamstring","",""
"6660","RB","Donald","Brown","4.5","13","4500","SD@CIN","SD","CIN","","","",""
"12542","D","New Orleans","Saints","0","0","4500","TB@NO","NO","TB","","","",""
"12533","D","Green Bay","Packers","0","0","4500","SEA@GB","GB","SEA","","","",""
"12535","D","Indianapolis","Colts","0","0","4500","NYJ@IND","IND","NYJ","","","",""
"22103","WR","Marvin","Jones","2.9","1","4500","SD@CIN","CIN","SD","","","",""
"11543","TE","Clay","Harbor","0","1","4500","MIA@JAC","JAC","MIA","","","",""
"33465","RB","Theo","Riddick","10.7","1","4500","DET@MIN","DET","MIN","","","",""
"65962","TE","Dan","Light","0","0","4500","DEN@KC","DEN","KC","","","",""
"7801","TE","Brandon","Myers","0","1","4500","TB@NO","TB","NO","","","",""
"22123","TE","James","Hanna","0","1","4500","DAL@PHI","DAL","PHI","","","",""
"39716","WR","Adam","Thielen","0","1","4500","DET@MIN","MIN","DET","","","",""
"44090","RB","Alonzo","Harris","0","0","4500","SEA@GB","GB","SEA","","","",""
"11557","RB","John","Conner","1","12","4500","NE@BUF","BUF","NE","","","",""
"6694","WR","Joshua","Cribbs","1.4","6","4500","NYJ@IND","IND","NYJ","","","",""
"14406","RB","Bruce","Miller","0","1","4500","SF@PIT","SF","PIT","","","",""
"29725","TE","Levine","Toilolo","0.9","1","4500","ATL@NYG","ATL","NYG","","","",""
"7784","WR","Darrius","Heyward-Bey","7.8","1","4500","SF@PIT","PIT","SF","","","",""
"29723","RB","Stepfan","Taylor","0","1","4500","ARI@CHI","ARI","CHI","","","",""
"22029","RB","Bernard","Pierce","0.9","1","4500","MIA@JAC","JAC","MIA","","","",""
"11594","RB","Anthony","Dixon","6.1","1","4500","NE@BUF","BUF","NE","","","",""
"7706","TE","Chase","Coffman","1.2","13","4500","TEN@CLE","TEN","CLE","","","",""
"6742","TE","Brent","Celek","1.1","1","4500","DAL@PHI","PHI","DAL","","","",""
"57348","RB","Glenn","Winston","0","5","4500","TEN@CLE","CLE","TEN","O","Knee","",""
"14394","TE","Virgil","Green","0","1","4500","DEN@KC","DEN","KC","","","",""
"22042","TE","Evan","Rodriguez","0","1","4500","TB@NO","TB","NO","","","",""
"14372","WR","Aldrick","Robinson","0.2","5","4500","BAL@OAK","BAL","OAK","","","",""
"22034","WR","Chris","Givens","0","1","4500","STL@WAS","STL","WAS","","","",""
"10531","WR","Jordan","Norwood","3.5","1","4500","DEN@KC","DEN","KC","","","",""
"14358","WR","Dwayne","Harris","1.1","1","4500","ATL@NYG","NYG","ATL","","","",""
"22063","WR","Keshawn","Martin","0.7","16","4500","HOU@CAR","HOU","CAR","","","",""
"11622","WR","Trindon","Holliday","1.7","2","4500","BAL@OAK","OAK","BAL","","","",""
"14361","TE","Richard","Gordon","0","5","4500","DEN@KC","KC","DEN","","","",""
"6783","WR","Lance","Moore","2.7","1","4500","DET@MIN","DET","MIN","","","",""
"33488","TE","Troy","Niklas","0","1","4500","ARI@CHI","ARI","CHI","","","",""
"28694","TE","Jesse","James","0","0","4500","SF@PIT","PIT","SF","","","",""
"14338","WR","Denarius","Moore","1.6","10","4500","SD@CIN","CIN","SD","","","",""
"6753","WR","Andre","Caldwell","0.6","1","4500","DEN@KC","DEN","KC","","","",""
"14336","RB","Jacquizz","Rodgers","1.6","1","4500","ARI@CHI","CHI","ARI","","","",""
"7722","WR","Kevin","Ogletree","1.2","7","4500","ATL@NYG","NYG","ATL","","","",""
"7718","RB","Cedric","Peerman","0","1","4500","SD@CIN","CIN","SD","","","",""
"22067","TE","Adrien","Robinson","0.8","16","4500","ATL@NYG","NYG","ATL","","","",""
"22065","TE","Rhett","Ellison","0.8","1","4500","DET@MIN","MIN","DET","","","",""
"11635","WR","Marc","Mariani","0","1","4500","ARI@CHI","CHI","ARI","","","",""
"14349","WR","Jeremy","Kerley","0","1","4500","NYJ@IND","NYJ","IND","","","",""
"12526","D","Buffalo","Bills","0","0","4400","NE@BUF","BUF","NE","","","",""
"12540","D","Minnesota","Vikings","0","0","4400","DET@MIN","MIN","DET","","","",""
"12536","D","Kansas City","Chiefs","0","0","4400","DEN@KC","KC","DEN","","","",""
"12545","D","Philadelphia","Eagles","0","0","4300","DAL@PHI","PHI","DAL","","","",""
"12544","D","New York","Jets","0","0","4300","NYJ@IND","NYJ","IND","","","",""
"12549","D","San Francisco","49ers","0","0","4300","SF@PIT","SF","PIT","","","",""
"12548","D","San Diego","Chargers","0","0","4300","SD@CIN","SD","CIN","","","",""
"12541","D","New England","Patriots","0","0","4300","NE@BUF","NE","BUF","","","",""
"12532","D","Detroit","Lions","0","0","4300","DET@MIN","DET","MIN","","","",""
"12547","D","Pittsburgh","Steelers","0","0","4200","SF@PIT","PIT","SF","","","",""
"12537","D","Oakland","Raiders","0","0","4200","BAL@OAK","OAK","BAL","","","",""
"12531","D","Denver","Broncos","0","0","4200","DEN@KC","DEN","KC","","","",""
"12530","D","Dallas","Cowboys","0","0","4200","DAL@PHI","DAL","PHI","","","",""
"12552","D","Washington","Redskins","0","0","4100","STL@WAS","WAS","STL","","","",""
"12554","D","Jacksonville","Jaguars","0","0","4100","MIA@JAC","JAC","MIA","","","",""
"12525","D","Atlanta","Falcons","0","0","4100","ATL@NYG","ATL","NYG","","","",""
"12543","D","New York","Giants","0","0","4100","ATL@NYG","NYG","ATL","","","",""
"12551","D","Tampa Bay","Buccaneers","0","0","4000","TB@NO","TB","NO","","","",""
"12527","D","Chicago","Bears","0","0","4000","ARI@CHI","CHI","ARI","","","",""
"66519","WR","Kendrick","Ings","0","0","3000","DET@MIN","DET","MIN","","","",""